"","elements_number","y_component_number","vector_length","temporary_size","load_overlap","threads_number","lws_y","time_per_pixel","row_number","measurement_order","experiment_id","slowdown","method"
"947",6,6,1,4,1,256,1,1.19886821794317e-10,8697,47,947,1.02905976095368,"GPR_dampening"
"948",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,58,948,1.01488180994275,"GPR_dampening"
"949",6,6,1,2,2,256,1,1.17919974204394e-10,17258,97,949,1.01217714049192,"GPR_dampening"
"950",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,37,950,1.07835653189674,"GPR_dampening"
"951",6,6,1,2,2,256,1,1.17919974204394e-10,17258,105,951,1.01217714049192,"GPR_dampening"
"952",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,89,952,1.01488180994275,"GPR_dampening"
"953",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,98,953,1.02697620634826,"GPR_dampening"
"954",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,65,954,1.02697620634826,"GPR_dampening"
"955",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,42,955,1.0761594320093,"GPR_dampening"
"956",6,6,1,4,1,256,4,1.18527144018137e-10,22566,13,956,1.01738883944297,"GPR_dampening"
"957",6,6,1,2,2,256,1,1.17919974204394e-10,17258,65,957,1.01217714049192,"GPR_dampening"
"958",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,110,958,1.04732094092038,"GPR_dampening"
"959",6,6,1,2,1,128,2,1.17976523819686e-10,6468,11,959,1.01266253941003,"GPR_dampening"
"960",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,81,960,1.03091776073943,"GPR_dampening"
"961",6,6,1,4,2,256,8,1.19614452797975e-10,14451,7,961,1.02672185616921,"GPR_dampening"
"962",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,38,962,1.04732094092038,"GPR_dampening"
"963",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,60,963,1.0761594320093,"GPR_dampening"
"964",6,6,1,4,2,256,1,1.20016645514951e-10,13669,83,964,1.0301741150163,"GPR_dampening"
"965",6,6,1,2,2,1024,2,1.16501321248061e-10,13752,42,965,1,"GPR_dampening"
"966",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,83,966,1.03091776073943,"GPR_dampening"
"967",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,62,967,1.03091776073943,"GPR_dampening"
"968",5,5,1,2,1,128,1,1.20098079634856e-10,16307,18,968,1.03087311240991,"GPR_dampening"
"969",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,79,969,1.0761594320093,"GPR_dampening"
"970",3,3,1,4,1,1024,1,1.48857960649586e-10,9505,84,970,1.27773624414636,"GPR_dampening"
"971",6,6,1,2,1,1024,32,1.30214124849928e-10,19394,84,971,1.11770513376984,"GPR_dampening"
"972",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,91,972,1.0761594320093,"GPR_dampening"
"973",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,55,973,1.0761594320093,"GPR_dampening"
"974",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,118,974,1.02697620634826,"GPR_dampening"
"975",6,6,1,2,2,256,1,1.17919974204394e-10,17258,78,975,1.01217714049192,"GPR_dampening"
"976",6,6,1,4,2,1024,8,1.20170053330998e-10,12448,114,976,1.03149090537029,"GPR_dampening"
"977",6,6,1,2,1,256,1,1.18202032710546e-10,19283,76,977,1.01459821609115,"GPR_dampening"
"978",6,6,1,2,2,256,1,1.17919974204394e-10,17258,112,978,1.01217714049192,"GPR_dampening"
"979",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,74,979,1.07835653189674,"GPR_dampening"
"980",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,57,980,1.03091776073943,"GPR_dampening"
